0
2
5
7
9
11
14
16
18
20
22
24
26
28
30
32
34
35
37
39
40
42
43
45
46
47
48
49
51
52
53
53
54
55
56
57
58
58
59
59
60
61
61
62
62
62
63
63
64
64
64
65
65
65
65
66
66
66
66
66
67
